"number.cluster","silhouette.score","calinski.harabasz","davies.bouldin"
3,0.945947374237842,28275.3895739374,0.849247654009444
5,0.59923446338026,16308.5426573817,0.807063082596306
10,0.391150673599998,10487.0956876622,0.986250684961822
20,0.240053615109911,6482.01141288106,1.26166970408399
